Data,Regione,Cumulati positivi,Nuovi positivi,Deceduti,Nuovi morti,Attualmente positivi,Attualmente ricoverati,Ricoverati con sintomi,Terapia intensiva,Isolamento domiciliare,Dimessi guariti,Tamponi
Date,Region,Cumulative Positive ,New positives,Deceased,New dead,Currently positive ,Currently hospitalized,Hospitalized with symptoms,Intensive care,Home isolation,Discharged healed,Swabs
5/11/2020,Marche,6543,10,964,4,3227,305,277,28,2922,2352,77830
5/11/2020,Toscana,9787,13,950,8,4073,424,347,77,3649,4764,179469
5/11/2020,Umbria,1412,1,71,0,108,44,40,4,64,1233,47474
5/11/2020,Abruzzo,3107,4,366,7,1609,240,231,9,1369,1132,48903
5/11/2020,Basilicata,386,1,27,0,142,47,46,1,95,217,18266
5/11/2020,Calabria,1134,2,93,2,568,65,64,1,503,473,47265
5/11/2020,Campania,4602,14,392,1,1909,459,436,23,1450,2301,119042
5/11/2020,Molise,383,13,22,0,229,11,11,0,218,132,9390
5/11/2020,Puglia,4327,14,451,3,2544,372,340,32,2172,1332,79737
5/11/2020,Sardegna,1343,3,120,0,511,94,84,10,417,712,34641
5/11/2020,Sicilia,3339,12,257,1,2062,287,271,16,1775,1020,103134
5/11/2020,NA,219814,744,30739,179,82488,14538,13539,999,67950,106587,2606652
5/10/2020,Lombardia,81507,282,14986,62,30190,5776,5428,348,24414,36331,485134
5/10/2020,Liguria,8788,50,1281,5,2900,522,481,41,2378,4607,67322
5/10/2020,Piemonte,28665,116,3367,36,13650,2161,2024,137,11489,11648,210370
5/10/2020,Valle d'Aosta,1157,5,139,0,113,48,46,2,65,905,9833
5/10/2020,Emilia-Romagna,26796,77,3845,18,7191,1712,1562,150,5479,15760,231637
5/10/2020,Friuli Venezia Giulia,3130,6,310,2,851,101,98,3,750,1969,89449
5/10/2020,Veneto,18722,51,1657,14,5591,445,408,37,5146,11474,439522
5/10/2020,Trentino-Alto Adige,6864,5,731,3,1245,161,143,18,1084,4888,101610
5/10/2020,Lazio,7165,32,557,4,4286,1349,1265,84,2937,2322,178569
5/10/2020,Marche,6533,40,960,2,3251,314,284,30,2937,2322,76367
5/10/2020,Toscana,9774,29,942,5,4147,428,350,78,3719,4685,178208
5/10/2020,Umbria,1411,4,71,0,113,48,42,6,65,1227,46923
5/10/2020,Abruzzo,3103,17,359,4,1671,243,233,10,1428,1073,48110
5/10/2020,Basilicata,385,3,27,0,143,46,45,1,97,215,17916
5/10/2020,Calabria,1132,3,91,1,596,68,66,2,528,445,46111
5/10/2020,Campania,4588,12,391,3,1915,455,435,20,1460,2282,114819
5/10/2020,Molise,370,23,22,0,218,9,9,0,209,130,9164
5/10/2020,Puglia,4313,27,448,5,2669,377,343,34,2292,1196,78399
5/10/2020,Sardegna,1340,6,120,1,515,93,83,10,422,705,34046
5/10/2020,Sicilia,3327,14,256,0,2069,289,273,16,1780,1002,102403
5/10/2020,NA,219070,802,30560,165,83324,14645,13618,1027,68679,105186,2565912
5/9/2020,Lombardia,81225,502,14924,85,30262,5865,5535,330,24397,36039,477765
5/9/2020,Liguria,8738,15,1276,11,2982,543,501,42,2439,4480,64926
5/9/2020,Piemonte,28549,181,3331,26,13934,2153,2010,143,11781,11284,205800
5/9/2020,Valle d'Aosta,1152,1,139,0,118,48,45,3,70,895,9443
5/9/2020,Emilia-Romagna,26719,121,3827,30,7401,1759,1604,155,5642,15491,227366
5/9/2020,Friuli Venezia Giulia,3124,8,308,0,869,104,101,3,765,1947,88384
5/9/2020,Veneto,18671,53,1643,16,5877,475,435,40,5402,11151,432114
5/9/2020,Trentino-Alto Adige,6859,16,728,1,1303,161,142,19,1142,4828,99136
5/9/2020,Lazio,7133,47,553,4,4345,1359,1277,82,2986,2235,174448
5/9/2020,Marche,6493,23,958,4,3230,317,285,32,2913,2305,73965
5/9/2020,Toscana,9745,24,937,7,4448,443,364,79,4005,4360,174596
5/9/2020,Umbria,1407,1,71,0,111,51,45,6,60,1225,45574
5/9/2020,Abruzzo,3086,8,355,4,1676,256,246,10,1420,1055,47190
5/9/2020,Basilicata,382,0,27,1,145,46,45,1,99,210,17433
5/9/2020,Calabria,1129,3,90,0,612,70,68,2,542,427,45071
5/9/2020,Campania,4576,14,388,2,1965,441,415,26,1524,2223,110811
5/9/2020,Molise,347,20,22,0,205,8,8,0,197,120,8691
5/9/2020,Puglia,4286,30,443,0,2729,377,344,33,2352,1114,76643
5/9/2020,Sardegna,1334,4,119,0,550,98,87,11,452,665,33330
5/9/2020,Sicilia,3313,12,256,3,2080,294,277,17,1786,977,101548
5/9/2020,NA,218268,1083,30395,194,84842,14868,13834,1034,69974,103031,2514234
5/8/2020,Lombardia,80723,634,14839,94,31983,6102,5702,400,25881,33901,466287
5/8/2020,Liguria,8723,78,1265,11,3176,563,517,46,2613,4282,63531
5/8/2020,Piemonte,28368,233,3305,23,14107,2153,2013,140,11954,10956,201183
5/8/2020,Valle d'Aosta,1151,1,139,0,123,47,45,2,76,889,9280
5/8/2020,Emilia-Romagna,26598,111,3797,31,7730,1843,1680,163,5887,15071,221866
5/8/2020,Friuli Venezia Giulia,3116,9,308,0,911,107,105,2,804,1897,82902
5/8/2020,Veneto,18618,65,1627,38,6187,910,831,79,5277,10804,420949
5/8/2020,Trentino-Alto Adige,6843,8,727,3,1374,192,172,20,1182,4742,96128
5/8/2020,Lazio,7086,52,549,6,4328,1362,1278,84,2966,2209,169499
5/8/2020,Marche,6470,18,954,6,3238,341,303,38,2897,2278,72504
5/8/2020,Toscana,9721,38,930,15,4592,483,399,84,4109,4199,170296
5/8/2020,Umbria,1406,1,71,1,119,53,47,6,66,1216,44223
5/8/2020,Abruzzo,3078,6,351,3,1713,260,250,10,1453,1014,46103
5/8/2020,Basilicata,382,1,26,0,152,50,48,2,102,204,16777
5/8/2020,Calabria,1126,1,90,1,619,75,73,2,544,417,43980
5/8/2020,Campania,4562,21,386,7,2012,446,418,28,1566,2164,105399
5/8/2020,Molise,327,22,22,0,184,6,6,0,178,121,8502
5/8/2020,Puglia,4256,11,443,2,2733,382,349,33,2351,1080,74724
5/8/2020,Sardegna,1330,6,119,0,553,100,90,10,453,658,32219
5/8/2020,Sicilia,3301,13,253,2,2127,329,310,19,1798,921,98711
5/8/2020,NA,217185,1327,30201,243,87961,15804,14636,1168,72157,99023,2445063
5/7/2020,Lombardia,80089,720,14745,134,32015,6328,5848,480,25687,33329,455294
5/7/2020,Liguria,8645,94,1254,11,3248,582,525,57,2666,4143,61446
5/7/2020,Piemonte,28135,196,3282,35,14469,2297,2147,150,12172,10384,194584
5/7/2020,Valle d'Aosta,1150,4,139,0,130,51,49,2,79,881,8939
5/7/2020,Emilia-Romagna,26487,108,3766,29,8011,1899,1726,173,6112,14710,217039
5/7/2020,Friuli Venezia Giulia,3107,13,308,2,927,111,109,2,816,1872,82012
5/7/2020,Veneto,18553,74,1589,21,6534,959,872,87,5575,10430,410212
5/7/2020,Trentino-Alto Adige,6835,12,724,1,1461,208,186,22,1253,4650,93591
5/7/2020,Lazio,7034,39,543,5,4348,1380,1291,89,2968,2143,165340
5/7/2020,Marche,6452,31,948,5,3247,369,328,41,2878,2257,71017
5/7/2020,Toscana,9683,26,915,16,4716,528,437,91,4188,4052,166062
5/7/2020,Umbria,1405,1,70,0,141,56,47,9,85,1194,42788
5/7/2020,Abruzzo,3072,25,348,7,1770,275,263,12,1495,954,45021
5/7/2020,Basilicata,383,16,26,1,155,50,48,2,105,202,16272
5/7/2020,Calabria,1125,3,89,0,633,83,81,2,550,403,42854
5/7/2020,Campania,4541,9,379,3,2139,442,415,27,1697,2023,101025
5/7/2020,Molise,305,1,22,0,170,8,8,0,162,113,8237
5/7/2020,Puglia,4245,49,441,3,2800,390,355,35,2410,1004,72796
5/7/2020,Sardegna,1324,5,119,0,583,99,90,9,484,622,31064
5/7/2020,Sicilia,3288,7,251,1,2127,370,349,21,1757,910,95695
5/7/2020,NA,215858,1401,29958,274,89624,16485,15174,1311,73139,96276,2381288
5/6/2020,Lombardia,79369,764,14611,222,31753,6559,6079,480,25194,33005,439806
5/6/2020,Liguria,8551,76,1243,11,3306,607,548,59,2699,4002,59693
5/6/2020,Piemonte,27939,165,3247,31,14858,2297,2147,150,12561,9834,188057
5/6/2020,Valle d'Aosta,1146,3,139,0,127,53,50,3,74,880,8640
5/6/2020,Emilia-Romagna,26379,104,3737,32,8391,1992,1816,176,6399,14251,211652
5/6/2020,Friuli Venezia Giulia,3094,9,306,3,962,118,115,3,844,1826,79429
5/6/2020,Veneto,18479,77,1568,23,6789,992,902,90,5797,10122,399806
5/6/2020,Trentino-Alto Adige,6823,20,723,4,1561,239,215,24,1322,4539,90947
5/6/2020,Lazio,6995,81,538,4,4433,1442,1351,91,2991,2024,160894
5/6/2020,Marche,6421,29,943,7,3236,395,353,42,2841,2242,69037
5/6/2020,Toscana,9657,26,899,10,5088,554,462,92,4534,3670,161553
5/6/2020,Umbria,1404,4,70,0,171,64,55,9,107,1163,41328
5/6/2020,Abruzzo,3047,22,341,6,1791,296,285,11,1495,915,43803
5/6/2020,Basilicata,399,3,25,0,172,50,47,3,122,202,16103
5/6/2020,Calabria,1122,3,89,1,644,90,87,3,554,389,41828
5/6/2020,Campania,4532,14,376,7,2340,458,433,25,1882,1816,96548
5/6/2020,Molise,304,3,22,0,179,9,9,0,170,103,7896
5/6/2020,Puglia,4196,26,438,5,2903,401,365,36,2502,855,70944
5/6/2020,Sardegna,1319,1,119,0,623,102,91,11,521,577,29966
5/6/2020,Sicilia,3281,14,250,3,2201,384,359,25,1817,830,92999
5/6/2020,NA,214457,1444,29684,369,91528,17102,15769,1333,74426,93245,2310929
5/5/2020,Lombardia,78605,500,14389,95,37092,6710,6201,509,30382,27124,425290
5/5/2020,Liguria,8475,63,1232,11,3427,651,583,68,2776,3816,57622
5/5/2020,Piemonte,27774,152,3216,30,15323,2462,2307,155,12861,9235,181316
5/5/2020,Valle d'Aosta,1143,0,139,0,110,59,56,3,51,894,8484
5/5/2020,Emilia-Romagna,26275,100,3705,39,8681,2108,1917,191,6573,13889,206166
5/5/2020,Friuli Venezia Giulia,3085,9,303,4,984,124,120,4,860,1798,78510
5/5/2020,Veneto,18402,29,1545,17,7116,1024,926,98,6092,9741,390952
5/5/2020,Trentino-Alto Adige,6803,4,719,5,1653,251,225,26,1402,4431,88134
5/5/2020,Lazio,6914,67,534,10,4370,1406,1315,91,2964,2010,157307
5/5/2020,Marche,6392,29,936,4,3219,429,387,42,2790,2237,67256
5/5/2020,Toscana,9631,30,889,8,5190,595,484,111,4595,3552,157260
5/5/2020,Umbria,1400,6,70,0,176,67,56,11,109,1154,39998
5/5/2020,Abruzzo,3025,25,335,3,1809,300,289,11,1509,881,42489
5/5/2020,Basilicata,396,10,25,0,177,53,50,3,124,194,15476
5/5/2020,Calabria,1119,1,88,0,650,96,92,4,554,381,40509
5/5/2020,Campania,4518,20,369,3,2530,433,408,25,2097,1619,93068
5/5/2020,Molise,301,0,22,0,177,10,9,1,167,102,7528
5/5/2020,Puglia,4170,17,433,4,2939,423,384,39,2516,798,69128
5/5/2020,Sardegna,1318,1,119,0,642,103,94,9,539,557,28867
5/5/2020,Sicilia,3267,12,247,3,2202,393,367,26,1809,818,91306
5/5/2020,NA,213013,1075,29315,236,98467,17697,16270,1427,80770,85231,2246666
5/4/2020,Lombardia,78105,577,14294,63,37307,6946,6414,532,30361,26504,418835
5/4/2020,Liguria,8412,53,1221,12,3508,678,606,72,2830,3683,56092
5/4/2020,Piemonte,27622,192,3186,34,15562,2552,2391,161,13010,8874,176078
5/4/2020,Valle d'Aosta,1143,1,139,1,110,76,74,2,34,894,8271
5/4/2020,Emilia-Romagna,26175,159,3666,24,8984,2167,1968,199,6817,13525,200427
5/4/2020,Friuli Venezia Giulia,3076,4,299,2,1050,134,130,4,916,1727,75421
5/4/2020,Veneto,18373,55,1528,12,7234,1056,955,101,6178,9611,383660
5/4/2020,Trentino-Alto Adige,6799,16,714,4,1801,265,238,27,1536,4284,86734
5/4/2020,Lazio,6847,38,524,16,4385,1430,1335,95,2955,1938,153293
5/4/2020,Marche,6363,44,932,5,3206,433,389,44,2773,2225,65398
5/4/2020,Toscana,9601,38,881,9,5279,619,512,107,4660,3441,152447
5/4/2020,Umbria,1394,0,70,2,181,69,56,13,112,1143,39044
5/4/2020,Abruzzo,3000,4,332,2,1837,316,301,15,1521,831,41108
5/4/2020,Basilicata,386,0,25,0,173,53,50,3,120,188,14901
5/4/2020,Calabria,1118,4,88,0,674,97,93,4,577,356,39438
5/4/2020,Campania,4498,14,366,2,2711,462,438,24,2249,1421,90543
5/4/2020,Molise,301,0,22,0,178,10,9,1,168,101,7328
5/4/2020,Puglia,4153,9,429,5,2945,436,397,39,2509,779,67167
5/4/2020,Sardegna,1317,2,119,0,653,100,91,9,553,545,28052
5/4/2020,Sicilia,3255,15,244,2,2202,403,376,27,1799,809,87166
5/4/2020,NA,211938,1221,29079,195,99980,18302,16823,1479,81678,82879,2191403
5/3/2020,Lombardia,77528,526,14231,42,36926,7141,6609,532,29785,26371,410857
5/3/2020,Liguria,8359,47,1209,14,3551,695,627,68,2856,3599,54492
5/3/2020,Piemonte,27430,251,3152,26,15638,2665,2496,169,12973,8640,172208
5/3/2020,Valle d'Aosta,1142,6,138,1,109,76,74,2,33,895,8100
5/3/2020,Emilia-Romagna,26016,166,3642,28,9045,2194,1997,197,6851,13329,197075
5/3/2020,Friuli Venezia Giulia,3072,13,297,2,1087,137,131,6,950,1688,74990
5/3/2020,Veneto,18318,94,1516,14,7299,1058,955,103,6241,9503,378202
5/3/2020,Trentino-Alto Adige,6783,67,710,6,1912,273,245,28,1639,4161,85335
5/3/2020,Lazio,6809,53,508,11,4385,1441,1346,95,2944,1916,150912
5/3/2020,Marche,6319,21,927,11,3198,443,400,43,2755,2194,64412
5/3/2020,Toscana,9563,38,872,9,5328,625,513,112,4703,3363,150914
5/3/2020,Umbria,1394,0,68,0,183,71,58,13,112,1143,38823
5/3/2020,Abruzzo,2996,32,330,3,1868,316,300,16,1552,798,40699
5/3/2020,Basilicata,386,6,25,0,194,51,48,3,143,167,14210
5/3/2020,Calabria,1114,2,88,0,702,99,95,4,603,324,38835
5/3/2020,Campania,4484,25,364,2,2726,485,455,30,2241,1394,86498
5/3/2020,Molise,301,0,22,1,181,9,8,1,172,98,7075
5/3/2020,Puglia,4144,11,424,2,2955,450,410,40,2505,765,66443
5/3/2020,Sardegna,1319,4,119,0,689,102,92,10,587,511,27737
5/3/2020,Sicilia,3240,27,242,2,2203,412,383,29,1791,795,85955
5/3/2020,NA,210717,1389,28884,174,100179,18743,17242,1501,81436,81654,2153772
5/2/2020,Lombardia,77002,533,14189,329,36667,7074,6529,545,29593,26146,403702
5/2/2020,Liguria,8312,186,1195,11,3598,715,647,68,2883,3519,53202
5/2/2020,Piemonte,27179,495,3126,29,15719,2728,2550,178,12991,8334,168479
5/2/2020,Valle d'Aosta,1136,3,137,0,98,73,70,3,25,901,7951
5/2/2020,Emilia-Romagna,25850,206,3614,35,9323,2229,2033,196,7094,12913,192135
5/2/2020,Friuli Venezia Giulia,3059,18,295,1,1109,136,131,5,973,1655,73855
5/2/2020,Veneto,18224,126,1502,23,7431,1078,970,108,6353,9291,370978
5/2/2020,Trentino-Alto Adige,6716,56,704,3,1985,280,251,29,1705,4027,83383
5/2/2020,Lazio,6756,84,497,15,4452,1466,1370,96,2986,1807,147078
5/2/2020,Marche,6298,23,916,5,3205,445,399,46,2760,2177,62834
5/2/2020,Toscana,9525,80,863,9,5365,637,519,118,4728,3297,148223
5/2/2020,Umbria,1394,1,68,0,196,73,60,13,123,1130,38072
5/2/2020,Abruzzo,2964,16,327,3,1879,319,303,16,1560,758,39916
5/2/2020,Basilicata,380,2,25,0,191,52,48,4,139,164,13722
5/2/2020,Calabria,1112,0,88,2,713,104,100,4,609,311,37928
5/2/2020,Campania,4459,15,362,3,2721,497,470,27,2224,1376,83592
5/2/2020,Molise,301,1,21,0,182,10,9,1,172,98,7075
5/2/2020,Puglia,4133,34,422,1,2954,455,416,39,2499,757,65370
5/2/2020,Sardegna,1315,2,119,2,730,99,86,13,631,466,26990
5/2/2020,Sicilia,3213,19,240,3,2186,426,396,30,1760,787,84352
5/2/2020,NA,209328,1900,28710,474,100704,18896,17357,1539,81808,79914,2108837
5/1/2020,Lombardia,76469,737,13860,88,36473,7191,6628,563,29282,26136,390644
5/1/2020,Liguria,8126,133,1184,17,3518,734,666,68,2784,3424,51199
5/1/2020,Piemonte,26684,395,3097,31,15562,2684,2503,181,12878,8025,162568
5/1/2020,Valle d'Aosta,1133,5,137,0,92,75,72,3,17,904,7769
5/1/2020,Emilia-Romagna,25644,208,3579,28,9484,2309,2112,197,7175,12581,188264
5/1/2020,Friuli Venezia Giulia,3041,16,294,5,1115,137,131,6,978,1632,71013
5/1/2020,Veneto,18098,138,1479,20,7779,1087,977,110,6692,8840,362459
5/1/2020,Trentino-Alto Adige,6660,26,701,8,2050,288,258,30,1762,3909,80741
5/1/2020,Lazio,6672,56,482,41,4446,1477,1372,105,2969,1744,143804
5/1/2020,Marche,6275,28,911,5,3211,457,413,44,2754,2153,61241
5/1/2020,Toscana,9445,93,854,12,5373,644,520,124,4729,3218,146456
5/1/2020,Umbria,1393,1,68,1,204,73,60,13,131,1121,37762
5/1/2020,Abruzzo,2948,18,324,4,1911,313,297,16,1598,713,39385
5/1/2020,Basilicata,378,11,25,0,193,53,49,4,140,160,13269
5/1/2020,Calabria,1112,4,86,0,727,108,105,3,619,299,37054
5/1/2020,Campania,4444,21,359,0,2753,507,478,29,2246,1332,79940
5/1/2020,Molise,300,2,21,0,190,18,17,1,172,89,6463
5/1/2020,Puglia,4099,27,421,6,2947,467,428,39,2480,731,64292
5/1/2020,Sardegna,1313,18,117,1,744,96,84,12,648,452,26242
5/1/2020,Sicilia,3194,28,237,2,2171,429,399,30,1742,786,82860
5/1/2020,NA,207428,1965,28236,269,100943,19147,17569,1578,81796,78249,2053425
4/30/2020,Lombardia,75732,598,13772,93,36211,7439,6834,605,28772,25749,376943
4/30/2020,Liguria,7993,104,1167,15,3551,745,676,69,2806,3275,48762
4/30/2020,Piemonte,26289,428,3066,63,15493,2820,2621,199,12673,7730,156534
4/30/2020,Valle d'Aosta,1128,4,137,0,89,80,76,4,9,902,7631
4/30/2020,Emilia-Romagna,25436,259,3551,39,9563,2352,2146,206,7211,12322,182857
4/30/2020,Friuli Venezia Giulia,3025,15,289,4,1170,120,109,11,1050,1566,67930
4/30/2020,Veneto,17960,135,1459,22,8147,1126,1012,114,7021,8354,349227
4/30/2020,Trentino-Alto Adige,6634,58,693,3,2172,318,284,34,1854,3769,77831
4/30/2020,Lazio,6616,71,441,10,4468,1532,1417,115,2936,1707,137596
4/30/2020,Marche,6247,37,906,7,3210,513,465,48,2697,2131,59488
4/30/2020,Toscana,9352,60,842,15,5584,672,546,126,4912,2926,141849
4/30/2020,Umbria,1392,1,67,1,233,84,68,16,149,1092,36459
4/30/2020,Abruzzo,2930,7,320,5,1915,322,306,16,1593,695,37996
4/30/2020,Basilicata,367,1,25,0,192,53,49,4,139,150,12774
4/30/2020,Calabria,1108,6,86,0,740,111,105,6,629,282,35903
4/30/2020,Campania,4423,13,359,0,2773,513,484,29,2260,1291,76108
4/30/2020,Molise,298,1,21,0,190,18,17,1,172,87,6446
4/30/2020,Puglia,4072,43,415,5,2949,481,439,42,2468,708,62460
4/30/2020,Sardegna,1295,5,116,0,744,103,87,16,641,435,24754
4/30/2020,Sicilia,3166,26,235,3,2157,441,408,33,1716,774,79669
4/30/2020,NA,205463,1872,27967,285,101551,19843,18149,1694,81708,75945,1979217
4/29/2020,Lombardia,75134,786,13679,104,36122,7754,7120,634,28368,25333,365895
4/29/2020,Liguria,7889,117,1152,11,3576,767,697,70,2809,3161,47220
4/29/2020,Piemonte,25861,411,3003,67,15521,2839,2637,202,12682,7337,151266
4/29/2020,Valle d'Aosta,1124,5,137,2,135,83,78,5,52,852,7181
4/29/2020,Emilia-Romagna,25177,263,3512,40,11862,2753,2527,226,9109,9803,176865
4/29/2020,Friuli Venezia Giulia,3010,15,285,7,1227,146,134,12,1081,1498,66769
4/29/2020,Veneto,17825,117,1437,29,8369,1156,1042,114,7213,8019,337656
4/29/2020,Trentino-Alto Adige,6576,53,690,6,2308,320,284,36,1988,3578,75226
4/29/2020,Lazio,6545,78,431,17,4535,1575,1445,130,2960,1579,133503
4/29/2020,Marche,6210,35,899,6,3347,692,640,52,2655,1964,55905
4/29/2020,Toscana,9292,61,827,16,5663,715,576,139,4948,2802,137482
4/29/2020,Umbria,1391,12,66,1,261,93,77,16,168,1064,34937
4/29/2020,Abruzzo,2923,24,315,5,1976,328,309,19,1648,632,36614
4/29/2020,Basilicata,366,0,25,0,194,55,51,4,139,147,11331
4/29/2020,Calabria,1102,5,86,1,753,113,107,6,640,263,34914
4/29/2020,Campania,4410,30,359,1,2782,549,518,31,2233,1269,73094
4/29/2020,Molise,297,0,21,0,193,18,17,1,175,83,5910
4/29/2020,Puglia,4029,49,410,3,2927,496,449,47,2431,692,60334
4/29/2020,Sardegna,1290,5,116,7,761,104,87,17,657,413,23299
4/29/2020,Sicilia,3140,20,232,0,2145,449,415,34,1696,763,75360
4/29/2020,NA,203591,2086,27682,323,104657,21005,19210,1795,83652,71252,1910761
4/28/2020,Lombardia,74348,869,13575,126,35744,7935,7280,655,27809,25029,351423
4/28/2020,Liguria,7772,130,1141,13,3571,799,718,81,2772,3060,45719
4/28/2020,Piemonte,25450,352,2936,58,15506,2903,2701,202,12603,7008,144531
4/28/2020,Valle d'Aosta,1119,8,135,2,209,86,81,5,123,775,6897
4/28/2020,Emilia-Romagna,24914,252,3472,41,12003,2802,2574,228,9201,9439,172589
4/28/2020,Friuli Venezia Giulia,2995,18,278,7,1239,149,136,13,1090,1478,64151
4/28/2020,Veneto,17708,129,1408,64,8601,1187,1067,120,7414,7699,328218
4/28/2020,Trentino-Alto Adige,6523,32,684,7,2475,355,318,37,2120,3364,72969
4/28/2020,Lazio,6467,75,414,17,4562,1600,1468,132,2962,1491,128664
4/28/2020,Marche,6175,48,893,9,3334,724,666,58,2610,1948,54313
4/28/2020,Toscana,9231,52,811,16,5896,763,619,144,5133,2524,133617
